Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
payment_link_2,payment_form,,yesno,"<div class=""rich-text-field-label""><p>Upload payment to: the <a href=""https://yaleedu-my.sharepoint.com/:x:/r/personal/silmilly_toribio_yale_edu/_layouts/15/Doc.aspx?sourcedoc=%7B989CA093-98FB-412F-A0BA-F99D26B72AAF%7D&file=Participant%20Payment%20Request%20Psychedelics%20MSG.xlsx&action=default&mobileredirect=true&wdsle=0"">sharepoint</a><br><br></p> <p><span style=""font-weight: normal;"">For the following fields:</span></p> <p>Yale Researcher Making Payment =<span style=""font-weight: normal;""> Similly Toribio</span></p> <p>Type of Participation or Assessment Point = <span style=""font-weight: normal;"">Completion of Aim 7; Add-on questionnaire and task #1)</span></p> <p>Amount<span style=""font-weight: normal;""> = $15</span></p> <p><span style=""font-weight: normal;"">Leave </span>Date of payment<span style=""font-weight: normal;""> blank!</span></p></div>",,,,,,,[space_junkqc]='1',y,LV,,,,
addons_completed,payment_form,,yesno,Completed the < 10min add-on questions? ,,,,,,,,,,,,,
addons_payment,payment_form,,yesno,Payment submitted for add-on questions? ,,,,,,,,,,,,,
datedone_consent_baseline,payment_form,,text,consent_baseline completion date,,,date_mdy,,,,,,,,,, @CALCTEXT([survey-time-completed:consent_baseline:value]) \n@HIDDEN-SURVEY
datedone_screening_survey,payment_form,,text,screening_survey completion date,,,date_mdy,,,,,,,,,, @CALCTEXT([survey-time-completed:screening_survey:value]) \n@HIDDEN-SURVEY
datedone_sms_verification,payment_form,,text,sms_verification completion date,,,date_mdy,,,,,,,,,, @CALCTEXT([survey-time-completed:sms_verification:value]) \n@HIDDEN-SURVEY
datedone_screening_result,payment_form,,text,screening_result completion date,,,date_mdy,,,,,,,,,, @CALCTEXT([survey-time-completed:screening_result:value]) \n@HIDDEN-SURVEY
datedone_eligibile,payment_form,,text,eligibile completion date,,,date_mdy,,,,,,,,,, @CALCTEXT([survey-time-completed:eligibile:value]) \n@HIDDEN-SURVEY
datedone_survey_perception_substance_use,payment_form,,text,survey_perception_substance_use completion date,,,date_mdy,,,,,,,,,, @CALCTEXT([survey-time-completed:survey_perception_substance_use:value]) \n@HIDDEN-SURVEY
datedone_family_history_and_asi,payment_form,,text,family_history_and_asi completion date,,,date_mdy,,,,,,,,,, @CALCTEXT([survey-time-completed:family_history_and_asi:value]) \n@HIDDEN-SURVEY
datedone_visual_ch_task,payment_form,,text,visual_ch_task completion date,,,date_mdy,,,,,,,,,, @CALCTEXT([survey-time-completed:visual_ch_task:value]) \n@HIDDEN-SURVEY
datedone_prl_task,payment_form,,text,prl_task completion date,,,date_mdy,,,,,,,,,, @CALCTEXT([survey-time-completed:prl_task:value]) \n@HIDDEN-SURVEY
datedone_auditory_ch_task,payment_form,,text,auditory_ch_task completion date,,,date_mdy,,,,,,,,,, @CALCTEXT([survey-time-completed:auditory_ch_task:value]) \n@HIDDEN-SURVEY
datedone_spacejunk_game,payment_form,,text,spacejunk_game completion date,,,date_mdy,,,,,,,,,, @CALCTEXT([survey-time-completed:spacejunk_game:value]) \n@HIDDEN-SURVEY
datedone_validity_checks,payment_form,,text,validity_checks completion date,,,date_mdy,,,,,,,,,, @CALCTEXT([survey-time-completed:validity_checks:value]) \n@HIDDEN-SURVEY
datedone_clarification_survey,payment_form,,text,clarification_survey completion date,,,date_mdy,,,,,,,,,, @CALCTEXT([survey-time-completed:clarification_survey:value]) \n@HIDDEN-SURVEY
datedone_answer_checks,payment_form,,text,answer_checks completion date,,,date_mdy,,,,,,,,,, @CALCTEXT([survey-time-completed:answer_checks:value]) \n@HIDDEN-SURVEY
datedone_payment_form,payment_form,,text,payment_form completion date,,,date_mdy,,,,,,,,,, @CALCTEXT([survey-time-completed:payment_form:value]) \n@HIDDEN-SURVEY
datedone_longitudinal_study_waiting,payment_form,,text,longitudinal_study_waiting completion date,,,date_mdy,,,,,,,,,, @CALCTEXT([survey-time-completed:longitudinal_study_waiting:value]) \n@HIDDEN-SURVEY
datedone_prolific_screening_result,payment_form,,text,prolific_screening_result completion date,,,date_mdy,,,,,,,,,, @CALCTEXT([survey-time-completed:prolific_screening_result:value]) \n@HIDDEN-SURVEY
datedone_visual_ch_task_shortened_dlb,payment_form,,text,visual_ch_task_shortened_dlb completion date,,,date_mdy,,,,,,,,,, @CALCTEXT([survey-time-completed:visual_ch_task_shortened_dlb:value]) \n@HIDDEN-SURVEY
datedone_add_on_questions,payment_form,,text,add_on_questions completion date,,,date_mdy,,,,,,,,,, @CALCTEXT([survey-time-completed:add_on_questions:value]) \n@HIDDEN-SURVEY
datedone_extra_questions,payment_form,,text,extra_questions completion date,,,date_mdy,,,,,,,,,, @CALCTEXT([survey-time-completed:extra_questions:value]) \n@HIDDEN-SURVEY
email_max,payment_form,,yesno,Email Max because somebody has a weird number? ,,,,,,,,,,,,,
send_addon,payment_form,,yesno,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Should we send them their link to the add on questions? </span></p></div>",,,,,,,,,,,,,
fraudulent_email_inconsistentanswers,payment_form,,yesno,"Send 'fraudulent_email_inconsistentanswers.emltpl'? (Failed attention check, failed race/age QC, or absurd/inconsistent psychedelic responses)",,,,,,,,,,,,,
fraudulent_email,payment_form,,yesno,"Send 'fraudulent_email.emltpl'? (Copy-pasted task data (ACH, PRL, VCH))",,,,,,,,,,,,,
inconsistent_sp_answers,payment_form,,yesno,"Send 'inconsistent_sp_answers.emltpl'? (Inconsistent psychedelic use answers (repeat_nomic_q, meant_micro, failed_usetime_qc, illogical_life, illogical_year, illogical_6month))",,,,,,,,,,,,,
replay_links_ach,payment_form,,yesno,Send 'replay_links_ach.emltpl'? (Failed auditory CH task (first replay)),,,,,,,,,,,,,
replay_links_ach_2,payment_form,,yesno,Send 'replay_links_ach_2.emltpl'? (Failed auditory CH task (second replay)),,,,,,,,,,,,,
replay_links_ach_3,payment_form,,yesno,Send 'replay_links_ach_3.emltpl'? (Failed auditory CH task (third replay)),,,,,,,,,,,,,
replay_links_ach_4,payment_form,,yesno,Send 'replay_links_ach_4.emltpl'? (Failed auditory CH task (fourth replay)),,,,,,,,,,,,,
replay_links_vch,payment_form,,yesno,Send 'replay_links_vch.emltpl'? (Failed visual CH task (first replay)),,,,,,,,,,,,,
replay_links_vch_2,payment_form,,yesno,Send 'replay_links_vch_2.emltpl'? (Failed visual CH task (second replay)),,,,,,,,,,,,,
replay_links_vch_3,payment_form,,yesno,Send 'replay_links_vch_3.emltpl'? (Failed visual CH task (third replay)),,,,,,,,,,,,,
replay_links_vch_4,payment_form,,yesno,Send 'replay_links_vch_4.emltpl'? (Failed visual CH task (fourth replay)),,,,,,,,,,,,,
replay_links_prl,payment_form,,yesno,Send 'replay_links_prl.emltpl'? (Failed PRL task (first replay)),,,,,,,,,,,,,
replay_links_prl_2,payment_form,,yesno,Send 'replay_links_prl_2.emltpl'? (Failed PRL task (second replay)),,,,,,,,,,,,,
replay_links_prl_3,payment_form,,yesno,Send 'replay_links_prl_3.emltpl'? (Failed PRL task (third replay)),,,,,,,,,,,,,
replay_links_prl_4,payment_form,,yesno,Send 'replay_links_prl_4.emltpl'? (Failed PRL task (fourth replay)),,,,,,,,,,,,,
fourth_fail,payment_form,,yesno,Send 'fourth_fail.emltpl'? (Failed any task more than three times),,,,,,,,,,,,,
ip_zoom_invite,payment_form,,yesno,"Send 'ip_zoom_invite.emltpl'? (Suspicious IP address, needs Zoom follow-up)",,,,,,,,,,,,,
longitudinal_waiting_confirmation_better,payment_form,,yesno,"Send 'longitudinal_waiting_confirmation_better.emltpl'? (Eligible, needs to wait for longitudinal study (waiting period))",,,,,,,,,,,,,
longitudinal_continue_link,payment_form,,yesno,Send 'longitudinal_continue_link.emltpl'? (Send link for longitudinal study continuation),,,,,,,,,,,,,
eligible_notify,payment_form,,yesno,"Send 'eligible_notify.emltpl'? (Passed screening, eligible, notify participant)",,,,,,,,,,,,,
ineligibile_fraud,payment_form,,yesno,"Send 'ineligibile_fraud.emltpl'? (Failed screening, ineligible due to fraud)",,,,,,,,,,,,,
zoom_eligibility,payment_form,,yesno,Send 'zoom_eligibility.emltpl'? (Needs Zoom call to discuss cannabis washout),,,,,,,,,,,,,
al_yale_student_mentalhealth,payment_form,,yesno,"Send 'al_yale_student_mentalhealth.emltpl'? (Yale student reporting severe depression, suicidality, or problematic substance use)",,,,,,,,,,,,,
al_yale_student_mentalhealth_mdd_si,payment_form,,yesno,Send 'al_yale_student_mentalhealth_MDD/SI.emltpl'? (Yale student reporting severe depression or suicidality),,,,,,,,,,,,,
al_yale_student_mentalhealth_psychosis,payment_form,,yesno,Send 'al_yale_student_mentalhealth_Psychosis.emltpl'? (Yale student reporting psychosis symptoms),,,,,,,,,,,,,
al_yale_student_mentalhealth_substances,payment_form,,yesno,Send 'al_yale_student_mentalhealth_Substances.emltpl'? (Yale student reporting substance abuse),,,,,,,,,,,,,
cannabis_continue,payment_form,,yesno,Send 'cannabis_continue.emltpl'? (Cannabis user needs to abstain for a period before continuing),,,,,,,,,,,,,
close_study,payment_form,,text,Send Max and email letting him know we need to close the study? ,,,,,,,,,,,,,
close_control,payment_form,,text,Send Max and email letting him know we need to stop allowing control participants? ,,,,,,,,,,,,,
send_pay_confirm,payment_form,,yesno,Send the update that they are being paid for the main study?,,,,,,,,,,,,,
send_participation_resume,payment_form,,yesno,Send the email inviting them to continue the study if they change their answers?  ,,,,,,,,,,,,,
send_restart,payment_form,,yesno,Send the email letting people who are trying again to change their answers?  ,,,,,,,,,,,,,
continue_sms,payment_form,,yesno,Send email letting them continue cuz sms verificatin is down,,,,,,,,,,,,,
pay_url_hyp,payment_form_hyp,,text,Instrument URL,,,,,,,,,,,,, @CALCTEXT([form-url:instrument]) @HIDDEN-SURVEY
qc_passed_hyp,payment_form_hyp,,yesno,"<div class=""rich-text-field-label""><p>Quality Check passed?</p> <p><em><span style=""font-weight: normal;"">Download the data</span></em></p> <p><em><span style=""font-weight: normal;"">go to:</span></em></p> <p><em>/Users/msg74/Desktop/powers_lab/Analysis/Aim1_rpt/quickQC_rpt.ipynb</em><em><span style=""font-weight: normal;""> </span></em></p> <p><em><span style=""font-weight: normal;"">Replace the csv name with the new date and time of download</span></em></p> <p><em><span style=""font-weight: normal;"">and check whether to pay</span></em><span style=""font-weight: normal;"">.</span></p></div>",,,,,,,,y,LH,,,,
completion_date_hyp,payment_form_hyp,,text,When did they complete this timepoint?,,,date_mdy,,,,,,,,,, @CALCTEXT([survey-time-completed:hyperacute_postsurvey:value]) \n@HIDDEN-SURVEY
qc_bad_data_hyp,payment_form_hyp,,yesno,"<div class=""rich-text-field-label""><p>Did they fail the major QC suggesting repeat survey taking and need their data deleted?</p></div>",,,,,,,,,,,,,
qc_bad_reason_hyp,payment_form_hyp,,notes,Reasons why?,,,,,,,,,,,,,
payment_link_hyp,payment_form_hyp,,yesno,"<div class=""rich-text-field-label""><p>Upload payment to: the <a href=""https://yaleedu-my.sharepoint.com/:x:/r/personal/silmilly_toribio_yale_edu/_layouts/15/Doc.aspx?sourcedoc=%7B989CA093-98FB-412F-A0BA-F99D26B72AAF%7D&file=Participant%20Payment%20Request%20Psychedelics%20MSG.xlsx&action=default&mobileredirect=true&wdsle=0"">sharepoint</a><br><br></p> <p><span style=""font-weight: normal;"">For the following fields:</span></p> <p>Yale Researcher Making Payment =<span style=""font-weight: normal;""> Similly Toribio</span></p> <p>Type of Participation or Assessment Point = <span style=""font-weight: normal;"">Completion of Aim 7; baseline tasks</span></p> <p><span style=""font-weight: normal;"">Leave </span>Date of Payment Submission<span style=""font-weight: normal;""> blank!</span></p></div>",,,,,,,,y,LV,,,,
payment_date_hyp,payment_form_hyp,,text,Date of Payment Submission,,,,,,,,,,,,,
payment_amount_hyp,payment_form_hyp,,text,Payment Amount,,,,,,,,,,,,,
payment_type_hyp,payment_form_hyp,,text,Payment Type,,,,,,,,,,,,,
payment_number_hyp,payment_form_hyp,,text,Receipt number,,,,,,,,,,,,,
send_pay_confirm_hyp,payment_form_hyp,,yesno,Send the update that they are being paid for the main study?,,,,,,,,,,,,,
qc_notes_hyp,payment_form_hyp,,notes,Any additional notes on QC for this participant?,,,,,,,,,,,,,
payment_confirm_hyp,payment_confirmation_hyp,,yesno,"Did you receive your $50 payment to [email_rpt]? 
It should be from gc-orders@amazon.com
Note: we cannot send double payments so please only report ""no"" if you truly have not received your payment. ?",,,,,,,,y,,,,,
spam_check_hyp,payment_confirmation_hyp,,yesno,Are you certain you have checked the junk/spam email for [email_rpt] ,,,,,,,,y,,,,,
changeanswer_hyp,payment_confirmation_hyp,,radio,Please change your answer above to indicate that you have indeed received your payment :),"1, Go back to submit the survey!",,,,,,([spam_check_hyp]='0'),y,,,,,
changeanswer_hyp_2,payment_confirmation_hyp,,notes,"We're so sorry :( -- submit this form and an email will automatically notify researchers to get on this ASAP!
Please use this box if you have any messages you want to send to the researchers that you think might be helpful!",,,,,,,,,,,,,
pay_url_acu,payment_form_acu,,text,Instrument URL,,,,,,,,,,,,, @CALCTEXT([form-url:instrument]) @HIDDEN-SURVEY
qc_passed_acu,payment_form_acu,,yesno,"<div class=""rich-text-field-label""><p>Quality Check passed?</p> <p><em><span style=""font-weight: normal;"">Download the data</span></em></p> <p><em><span style=""font-weight: normal;"">go to:</span></em></p> <p><em>/Users/msg74/Desktop/powers_lab/Analysis/Aim1_rpt/quickQC_rpt.ipynb</em><em><span style=""font-weight: normal;""> </span></em></p> <p><em><span style=""font-weight: normal;"">Replace the csv name with the new date and time of download</span></em></p> <p><em><span style=""font-weight: normal;"">and check whether to pay</span></em><span style=""font-weight: normal;"">.</span></p></div>",,,,,,,,y,LH,,,,
